,Zone 4 Yearly Mean
0,11.372668510332216
1,13.182031748771076
2,12.088214238645524
3,10.893289300733317
4,12.71339648382435
5,11.465108578714784
6,11.768757991276091
7,11.439214633815856
8,12.11426814007459
9,12.509592451664872
10,12.52216505779863
11,11.071210029251546
12,11.536535401462876
13,10.991563297454883
14,11.793084069683902
15,11.972070656524673
16,12.361512506630579
17,14.247070724137197
18,11.511150067275448
19,11.652144994832206
20,12.544697603050142
21,12.760935270312565
22,11.536930824050371
23,12.510360227537232
24,11.082805851144476
25,12.485754383882345
26,12.557354089953792
27,12.519655933350357
28,11.801902652274148
29,11.788848429690391
30,12.302588191231676
31,12.293281896365439
32,11.986151474187016
33,12.254113052423957
34,12.813396985201003
35,11.84844717061662
36,11.243458748585104
37,12.738367345092142
38,12.753596128636094
39,11.360945148271437
40,12.51131073894365
41,12.303113115657508
42,12.400225323598267
43,12.258023238091397
44,11.953267319002189
45,11.705179665013969
46,12.542169680220331
47,12.341692941557229
48,12.906526116686031
49,13.19668576751939
50,11.216044495050339
51,12.51677317337084
52,12.649278379435918
53,12.22144593491545
54,12.528538314692447
55,12.133768495876671
56,11.359692193715215
57,10.95058968333991
58,11.37048619827109
59,12.094931270108496
60,10.638424953431237
61,9.780613983237465
62,11.375538610255585
63,12.728966397602473
64,11.736804557328519
65,13.048567375660626
66,10.62103361537618
67,11.884946524311374
68,11.32573456079865
69,13.002981056037207
70,13.663066104095074
71,10.922103208431388
72,12.67839072834489
73,16.663846530230938
74,13.291348372236746
75,12.874739302687406
76,13.021515357788223
77,11.998800171735873
78,11.458337599947225
79,12.374546446544082
80,11.84963135819655
81,12.559133781607864
82,12.70156429507555
83,15.209807744682678
84,13.167033692579135
85,11.738048612543475
86,15.449430361641978
87,14.339433099156578
88,13.606656232390737
89,13.974732324661785
90,13.87381241946748
91,11.211981461952433
92,14.38888210652937
93,9.578072012279604
94,14.699315463948658
95,11.159616644975046
96,13.092127860073282
97,14.425237153435823
98,12.741332610288508
99,11.720332536150657
100,11.517628613470784
101,12.832246920863907
102,12.572705168621646
103,12.158009991763924
104,11.19884145887338
105,10.272419618871027
106,14.150591443849978
107,13.044628140367525
108,10.687129734102225
109,13.106530143732536
110,10.414522680132322
111,10.533149893318656
112,10.689437656723175
113,12.286602603060565
114,13.315788823133152
115,11.822017089678024
116,14.075266492858983
117,11.412712159244947
118,11.656931364491951
119,14.315707033924252
120,11.747000969494923
121,11.712851612192207
