,region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,region11,region12,Cluster Number
40,4,5,7,7,7,6,4,2,5,7,7,7,1
68,6,7,6,6,6,6,2,5,3,6,7,6,1
69,4,7,7,4,4,5,2,4,4,6,7,7,1
78,4,6,6,5,5,5,2,3,5,7,6,6,1
79,4,7,6,5,5,6,4,3,4,6,6,6,1
81,6,6,6,6,6,6,3,5,4,5,6,6,1
82,4,6,7,7,7,6,5,4,4,5,7,6,1
86,6,7,7,7,6,6,4,3,4,6,7,7,1
91,3,7,6,7,7,6,6,5,6,6,6,6,1
92,5,5,6,7,6,6,5,4,5,5,6,5,1
96,3,5,6,5,6,6,4,6,6,6,6,6,1
97,6,7,7,7,7,6,6,5,4,7,7,7,1
