,region1,region2,region3,region4,region5,region6,region7,region8,region9,region10,region11,region12
0,1,2,2,4,5,5,3,2,4,5,2,2
1,4,1,2,3,4,4,1,3,4,1,2,3
2,2,1,1,4,4,4,2,4,3,1,1,1
3,2,1,1,3,3,2,2,3,2,1,1,1
4,1,1,1,2,2,1,1,2,1,2,1,1
5,2,1,1,2,1,1,1,3,2,1,1,1
6,1,1,1,2,2,2,1,2,3,4,1,1
7,2,1,1,4,4,2,1,1,2,1,1,1
8,1,1,1,2,2,2,1,2,2,2,1,1
9,1,1,1,2,2,2,1,2,2,1,1,1
10,2,1,2,5,5,4,1,2,2,2,1,2
11,1,1,1,6,6,5,1,1,2,2,1,2
